Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
180,Beautiful Katamari,X360,2007,Puzzle,Namco Bandai  ,Now Production  ,7.3,,0.14,0.02,0.15,0.02,0.32
181,Kirby's Block Ball,GB,1996,Puzzle,Nintendo  ,HAL Laboratory  ,,,,,0.32,,0.32
182,Tetris 2 + Bombliss,NES,1991,Puzzle,BPS  ,ChunSoft  ,,,,,0.32,,0.32
183,Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,2016,Puzzle,GungHo Online Entertainment  ,GungHo Online Entertainment  ,,,,,0.32,,0.32
184,Bust-A-Move Universe,3DS,2011,Puzzle,Square Enix  ,Arika  ,5.6,,0.08,0.15,0.06,0.02,0.31
185,Catherine,X360,2011,Puzzle,Atlus  ,Atlus  ,7.9,,0.2,0.06,0.03,0.02,0.31
186,7 Wonders II,DS,2010,Puzzle,Mumbo Jumbo  ,MumboJumbo  ,,,0.13,0.15,,0.03,0.31
187,Foto Frenzy: Spot The Diffrence,DS,2009,Puzzle,Storm City Games  ,Storm City Games  ,,,0.29,,,0.02,0.31
188,Math Play,DS,2007,Puzzle,Natsume  ,Denyu-Sha  ,,,0.28,0.0,,0.02,0.31
189,Spin Jam,PS,2000,Puzzle,Empire Interactive  ,H2O Entertainment  ,,,0.17,0.12,,0.02,0.31
190,KuruKuru Kururin,GBA,2001,Puzzle,Nintendo  ,Eighting/Raizing  ,7.2,,,,0.3,0.01,0.31
191,Lumines ll,PSP,2006,Puzzle,Buena Vista  ,Q Entertainment  ,8.0,,0.12,0.12,,0.07,0.3
192,Super Bomberman 5,SNES,1997,Puzzle,Hudson Soft  ,Hudson Soft  ,,,,,0.3,0.0,0.3
193,LYNE,PC,N/A,Puzzle,Unknown  ,Thomas Bowker  ,,,,,,,
194,Angry Birds: Star Wars,PS3,2013,Puzzle,Activision  ,Exient Entertainment  ,,,0.1,0.15,,0.05,0.3
195,I Spy: Spooky Mansion,Wii,2010,Puzzle,Storm City Games  ,Storm City Games  ,,,0.27,,,0.02,0.3
196,Bejeweled 3,PC,2010,Puzzle,PopCap Games  ,PopCap Games  ,8.1,,0.04,0.05,,0.01,0.1
197,Talon Man Remastered,Amig,2018,Puzzle,Out of crumpét's:  ,OutOfTime  ,,9.0,,,,,
198,TouchMaster: Connect,DS,2010,Puzzle,Warner Bros. Interactive  ,DoubleTap Games  ,,,0.1,0.16,,0.03,0.29
199,The New Tetris,N64,1999,Puzzle,Nintendo  ,H2O Interactive  ,,,0.22,0.05,0.02,0.0,0.29
200,Mah Jong Quest: Expeditions,DS,2007,Puzzle,Activision  ,Game Brains  ,,,0.02,0.26,,0.01,0.29
201,Puzzle Quest: Challenge of the Warlords,Wii,2007,Puzzle,D3 Publisher  ,Vicious Cycle  ,,,0.26,0.0,,0.02,0.29
202,Feel the Magic XY/XX,DS,2004,Puzzle,Sega  ,Sonic Team  ,7.7,,0.17,0.0,0.1,0.02,0.29
203,Neopets Puzzle Adventure,DS,2008,Puzzle,Capcom  ,Infinite Interactive  ,,,0.26,0.0,,0.02,0.29
204,Jewel Quest Mysteries: Curse of the Emerald Tear,DS,2010,Puzzle,Avanquest  ,TBD  ,,,,0.25,,0.04,0.28
205,Carol Vorderman's Sudoku,PS2,2007,Puzzle,Eidos Interactive  ,Empire Interactive  ,7.4,,,0.23,,0.05,0.28
206,Cake Mania 2: Jill's Next Adventure!,DS,2008,Puzzle,Majesco  ,Digital Embryo  ,,,0.26,0.0,,0.02,0.28
207,Angry Birds: Star Wars,X360,2013,Puzzle,Activision  ,Exient Entertainment  ,,,0.16,0.1,,0.02,0.28
208,Puyo Puyo! 15th Anniversary,DS,2006,Puzzle,Sega  ,Sega  ,,,,,0.28,,0.28
209,M&M's Blast!,GBA,2001,Puzzle,Majesco  ,Pipe Dream Interactive  ,,,0.2,0.07,,0.0,0.27
210,Angry Birds: Star Wars,Wii,2013,Puzzle,Activision  ,Exient Entertainment  ,,,0.15,0.1,,0.02,0.27
211,Pac-Pix,DS,2005,Puzzle,Namco  ,Namco  ,6.8,,0.16,0.0,0.1,0.01,0.27
212,Ratatouille: Food Frenzy,DS,2007,Puzzle,THQ  ,Helixe  ,,,0.25,0.0,,0.02,0.27
213,Super Nazo Puyo: Ruruu no Ruu,SNES,1995,Puzzle,Banpresto  ,Compile  ,,,,,0.27,0.0,0.27
214,Super Collapse! 3,DS,2007,Puzzle,Mumbo Jumbo  ,Mac Play  ,,,0.25,,,0.02,0.27
215,Are You Smarter than a 5th Grader? Game Time,Wii,2009,Puzzle,THQ  ,THQ  ,,,0.25,,,0.02,0.27
216,Angry Birds Trilogy,X360,2012,Puzzle,Activision  ,Rovio Mobile  ,,,0.18,0.05,,0.03,0.26
217,TouchMaster 3(Others sales),DS,2009,Puzzle,Warner Bros. Interactive  ,Midway  ,,,,0.24,,0.02,0.26
218,Polarium,DS,2005,Puzzle,Nintendo  ,Mitchell  ,7.6,,0.13,0.01,0.11,0.01,0.26
219,Shatter,PC,2010,Puzzle,Sidhe Interactive  ,Sidhe Interactive  ,8.6,,,,,,
220,Tetris Effect,PS4,2018,Puzzle,Sony Interactive Entertainment  , Monstars Inc.   ,,,0.19,0.01,0.01,0.05,0.25
221,Scrabble,DS,2009,Puzzle,Electronic Arts  ,Stainless Games  ,,,0.2,0.02,,0.03,0.25
222,Bomberman Tournament,GBA,2001,Puzzle,Activision  ,Hudson Soft  ,8.8,,0.1,0.04,0.1,0.01,0.25
223,Pixel Puzzles: Japan,PC,2014,Puzzle,DL Softworks  ,DL Softworks  ,,,,,,,
224,Antichamber,PC,N/A,Puzzle,Unknown  ,Demruth  ,,,,,,,
225,RUSH,PC,2010,Puzzle,Two Tribes  ,Two Tribes  ,,,,,,,
