Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
115,Minecraft: Story Mode,X360,2015,Adventure,Mojang  ,Telltale Games  ,,,0.67,0.42,,0.11,1.2
116,Phoenix Wright: Ace Attorney Trilogy,All,2014,Adventure,Capcom  ,Capcom  ,,,,,,,
117,Shenmue,DC,2000,Adventure,Sega  ,Sega-AM2  ,8.9,,0.52,0.24,0.38,0.04,1.18
118,Scarface: The World is Yours,PS2,2006,Adventure,Sierra Entertainment  ,Radical Entertainment  ,,,0.99,0.04,,0.16,1.19
119,LEGO Indiana Jones 2: The Adventure Continues,DS,2009,Adventure,LucasArts  ,Traveller's Tales  ,,,0.65,0.43,,0.12,1.19
120,Metal Gear Solid VR Missions,PS,1999,Adventure,Konami  ,Konami Computer Entertainment Japan  ,6.8,,0.66,0.45,,0.08,1.18
121,LEGO Indiana Jones: The Original Adventures,PSP,2008,Adventure,LucasArts  ,Traveller's Tales  ,7.6,,0.4,0.49,,0.3,1.18
122,Mystery Case Files: MillionHeir,DS,2008,Adventure,Nintendo  ,Big Fish Games  ,7.4,,0.75,0.39,,0.12,1.27
123,Stranded Deep,PC,N/A,Adventure,Unknown  ,Beam Team Games  ,,,,,,,
124,Shadow of the Colossus,PS2,2005,Adventure,Sony Computer Entertainment  ,Team ICO  ,9.1,9.4,0.78,0.03,0.2,0.13,1.14
125,Grand Theft Auto: The Trilogy,PS2,2005,Adventure,Rockstar Games  ,Rockstar North  ,,,,0.51,,0.62,1.14
126,Rabbids Go Home,Wii,2009,Adventure,Ubisoft  ,Ubisoft Montpellier  ,8.0,,0.25,0.74,,0.14,1.13
127,Alien: Isolation,PS4,2014,Adventure,Sega  ,Creative Assembly  ,,,0.29,0.59,0.05,0.16,1.09
128,Grand Theft Auto: Chinatown Wars,PSP,2009,Adventure,Rockstar Games  ,Rockstar Leeds  ,9.2,,0.28,0.5,0.03,0.27,1.08
129,Prince of Persia,PS3,2008,Adventure,Ubisoft  ,Ubisoft Montreal  ,8.3,8.2,0.47,0.41,0.03,0.17,1.07
130,MySims Agents,DS,2009,Adventure,Electronic Arts  ,EA Redwood Shores  ,,,0.54,0.42,0.0,0.11,1.07
131,Tomb Raider: Underworld,X360,2008,Adventure,Eidos Interactive  ,Crystal Dynamics  ,7.5,,0.53,0.42,0.01,0.11,1.07
132,Endless Ocean,Wii,2008,Adventure,Nintendo  ,Arika  ,6.8,,0.43,0.46,0.09,0.09,1.06
133,Brothers: A Tale of Two Sons,PC,2013,Adventure,505 Games  ,Starbreeze Studios  ,,,,,,,
134,MySims Agents,Wii,2009,Adventure,Electronic Arts  ,EA Redwood Shores  ,7.5,,0.63,0.32,0.0,0.1,1.05
135,Legacy of Kain: Soul Reaver,PS,1999,Adventure,Eidos Interactive  ,Crystal Dynamics  ,8.9,,0.58,0.4,,0.07,1.04
136,LEGO Indiana Jones: The Original Adventures,PS3,2008,Adventure,LucasArts  ,Traveller's Tales  ,7.7,,0.44,0.43,,0.17,1.03
137,Disney Fairies: Tinker Bell and the Lost Treasure,DS,2009,Adventure,Disney Interactive Studios  ,Hyde  ,,,0.57,0.35,0.02,0.1,1.03
138,LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Adventure,LucasArts  ,Traveller's Tales  ,,,0.62,0.31,,0.09,1.02
139,Harry Potter and the Prisoner of Azkaban,PS2,2004,Adventure,Electronic Arts  ,Electronic Arts  ,,,0.5,0.39,,0.13,1.02
140,The Wolf Among Us,PC,N/A,Adventure,Unknown  ,Telltale Games  ,,,,,,,
141,Prince of Persia,X360,2008,Adventure,Ubisoft  ,Ubisoft Montreal  ,8.2,6.0,0.54,0.34,0.02,0.1,1.01
142,Ancestors: The Humankind Odyssey,All,2019,Adventure,Private Division  ,Panache Digital Games  ,,,,,,,
143,Atlantis,Series,1997,Adventure,Interplay Productions  ,Cryo Interactive  ,,,,,,,
144,Blade Runner,PC,1997,Adventure,Virgin Interactive  ,Westwood Studios  ,,,,,,,
145,Broken Sword: The Shadow of the Templars,All,1996,Adventure,Virgin Interactive  ,Revolution Software  ,,,,,,,
146,Don't Starve,PC,2013,Adventure,Klei Entertainment  ,Klei Entertainment  ,,,,,,,
147,GRIS,All,2018,Adventure,Devolver Digital  ,Nomada Studio  ,,,,,,,
148,Oxenfree,All,2016,Adventure,Night School Studio  ,Night School Studio  ,,,,,,,
149,Putt-Putt,Series,1993,Adventure,Humongous Entertainment  ,Humongous Entertainment  ,,,,,,,
150,Return to Zork,All,1993,Adventure,Infocom  ,Activision  ,,,,,,,
151,Rise of the Tomb Raider,XOne,2015,Adventure,Square Enix  ,Crystal Dynamics  ,,,0.61,0.82,0.03,0.12,1.58
152,The Stanley Parable,PC,2013,Adventure,Galactic Cafe  ,Galactic Cafe  ,,,,,,,
153,The Vanishing of Ethan Carter,All,2014,Adventure,The Astronauts  ,The Astronauts  ,,,,,,,
154,Apollo Justice: Ace Attorney,DS,2008,Adventure,Capcom  ,Capcom  ,8.0,,0.28,0.05,0.64,0.03,0.99
155,Gangs of London,PSP,2006,Adventure,Sony Computer Entertainment  ,SCEE London Studio  ,5.0,,0.3,0.43,,0.22,0.96
156,Scooby-Doo! First Frights,Wii,2009,Adventure,Warner Bros. Interactive  ,Torus Games  ,,,0.84,0.04,,0.07,0.96
157,Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005,Adventure,Ubisoft  ,Ubisoft Montreal / Annecy  ,,,0.36,0.45,,0.14,0.95
158,Destroy All Humans!,PS2,2005,Adventure,THQ  ,Pandemic Studios  ,,,0.78,0.03,,0.13,0.94
159,Prince of Persia: The Sands of Time,XB,2003,Adventure,Ubisoft  ,Ubisoft Montreal  ,9.0,,0.57,0.33,,0.04,0.94
160,Monster High: Ghoul Spirit,DS,2011,Adventure,THQ  ,THQ  ,,,0.69,0.16,,0.07,0.93
161,Phoenix Wright: Ace Attorney,DS,2005,Adventure,Capcom  ,Capcom  ,8.1,,0.44,0.05,0.39,0.05,0.93
162,Assassin's Creed,PC,2008,Adventure,Ubisoft  ,Ubisoft Montreal  ,7.6,,0.01,0.84,,0.06,0.91
163,LEGO Indiana Jones 2: The Adventure Continues,PS3,2009,Adventure,LucasArts  ,Traveller's Tales  ,,,0.47,0.3,,0.13,0.9
164,Minecraft: Story Mode,PS3,2015,Adventure,Mojang  ,Telltale Games  ,,,0.32,0.43,,0.15,0.89
