Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
159,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA,2007,Misc,Majesco  ,Majesco Games  ,,,0.87,0.32,,0.02,1.21
160,Disney Sing It,Wii,2008,Misc,Disney Interactive Studios  ,Zoe Mode  ,,,0.77,0.31,,0.11,1.19
161,Donkey Konga,GC,2004,Misc,Nintendo  ,Namco  ,7.3,,0.5,0.16,0.46,0.03,1.15
162,Jissen Pachinko Hisshouhou! CR Hokuto no Ken,PS2,2005,Misc,Sega  ,Sammy Studios  ,,,,,,,
163,High School Musical 2: Work This Out!,DS,2008,Misc,Disney Interactive Studios  ,Artificial Mind and Movement  ,,,0.5,0.52,,0.13,1.15
164,LEGO Worlds,PS4,2017,Misc,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.21,0.72,0.04,0.17,1.14
165,Rocksmith,X360,2011,Misc,Ubisoft  ,Ubisoft  ,8.0,,0.85,0.19,0.01,0.08,1.13
166,Guitar Hero 5,X360,2009,Misc,Activision  ,Neversoft Entertainment  ,9.0,,0.65,0.37,,0.11,1.13
167,Rocksmith,PS3,2011,Misc,Ubisoft  ,Ubisoft  ,8.0,,0.53,0.38,0.09,0.13,1.13
168,Jampack Winter '98,PS,1998,Misc,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,,,0.63,0.43,,0.07,1.13
169,SingStar,PS3,2008,Misc,Sony Computer Entertainment  ,SCEE London Studio  ,,,0.45,0.56,,0.12,1.13
170,Oshare Majo Love and Berry: DS Collection,DS,2006,Misc,Sega  ,Sega  ,,,,,1.01,,1.01
171,The Beatles: Rock Band,PS3,2009,Misc,MTV Games  ,Harmonix Music Systems  ,8.7,,0.67,0.29,,0.15,1.12
172,Guitar Hero 5,PS2,2009,Misc,Activision  ,BudCat Creations  ,,,0.28,0.3,,0.54,1.12
173,Guitar Hero Encore: Rocks The 80s,PS2,2007,Misc,RedOctane  ,Harmonix Music Systems  ,,,0.92,0.04,,0.15,1.11
174,Rock Band,PS2,2007,Misc,MTV Games  ,Harmonix Music Systems  ,8.1,,0.71,0.06,,0.35,1.11
175,Super Monkey Ball: Touch & Roll,DS,2006,Misc,Sega  ,Amusement Vision  ,,,0.69,0.0,,0.06,0.76
176,SingStar Legends,PS2,2008,Misc,Sony Computer Entertainment  ,SCEE London Studio  ,,,0.12,0.75,,0.23,1.1
177,SingStar Rocks!,PS2,2006,Misc,Sony Computer Entertainment  ,SCEE London Studio  ,,,,0.84,,0.25,1.1
178,Skylanders SWAP Force,PS3,2013,Misc,Activision  ,Unknown  ,,,0.46,0.46,,0.18,1.1
179,Guitar Hero 5,PS3,2009,Misc,Activision  ,Neversoft Entertainment  ,8.8,,0.53,0.39,,0.17,1.1
180,DJ Hero,X360,2009,Misc,Activision  ,FreeStyleGames  ,8.4,,0.59,0.39,,0.11,1.09
181,Lightning Returns: Final Fantasy XIII,PS3,2014,Misc,Square Enix  ,Unknown  ,,,0.31,0.22,0.45,0.11,1.09
182,Namco Museum Battle Collection,PSP,2005,Misc,Namco  ,Namco Tales Studio  ,7.9,,0.75,0.18,,0.16,1.09
183,To the Moon,PC,2011,Misc,Unknown  ,Freebird Games  ,8.5,,,,,,
184,Doko Demo Issyo,PS,1999,Misc,Sony Computer Entertainment  ,bexide  ,,,,,1.0,0.07,1.07
185,Skylanders Giants,PS3,2012,Misc,Activision  ,Toys for Bob  ,,,0.38,0.52,,0.18,1.07
186,Simple 1500 Series Vol. 1: The Mahjong,PS,1998,Misc,D3 Publisher  ,Chat Noir  ,,,,,0.99,0.07,1.06
187,LEGO The Lord of the Rings,PS3,2012,Misc,Warner Bros. Interactive Entertainment  ,Unknown  ,,,0.37,0.52,,0.16,1.06
188,The Walking Dead: Season Two,PC,2014,Misc,Telltale Games  ,Unknown  ,,,,,,,
189,Disney Infinity,PS3,2013,Misc,Disney Interactive Studios  ,Unknown  ,,,0.53,0.34,,0.18,1.05
190,Dance on Broadway,Wii,2010,Misc,Ubisoft  ,Longtail Studios  ,,,0.27,0.65,,0.12,1.04
191,Junior Brain Trainer,DS,2009,Misc,Take-Two Interactive  ,Sanuk Games  ,,,0.23,0.71,,0.09,1.03
192,Rock Band 2,Wii,2008,Misc,MTV Games  ,Harmonix Music Systems  ,9.0,,0.93,0.01,,0.08,1.02
193,Sekai no Gohan Shaberu! DS Oryouri Navi,DS,2008,Misc,Nintendo  ,Nintendo  ,,,,,0.04,,0.04
194,EyeToy Play 3,PS2,2005,Misc,Sony Computer Entertainment  ,SCEE London Studio  ,,,,,,,
195,Game & Watch Gallery,GB,1997,Misc,Nintendo  ,Nintendo  ,,,0.63,0.25,0.09,0.03,1.0
196,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004,Misc,Sammy Corporation  ,Sammy Studios  ,,,,,1.0,,1.0
197,PaRappa The Rapper,PS,1997,Misc,Sony Computer Entertainment  ,NanaOn-Sha  ,9.2,,0.26,0.16,1.46,0.03,1.92
198,Guitar Hero: Aerosmith,PS3,2008,Misc,Activision  ,Neversoft  ,,,0.73,0.15,0.0,0.11,1.0
199,Jampack Winter 2000,PS,2000,Misc,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,,,0.55,0.38,,0.07,1.0
200,Mario Party Advance,GBA,2005,Misc,Nintendo  ,Hudson Soft  ,,,0.5,0.19,0.28,0.02,0.98
201,Wheel of Fortune,Wii,2010,Misc,THQ  ,"Pipeworks Software, Inc.  ",,,0.86,0.04,,0.07,0.98
202,Band Hero,Wii,2009,Misc,Activision  ,Vicarious Visions  ,7.4,,0.59,0.29,,0.09,0.97
203,Guitar Hero: Warriors of Rock,Wii,2010,Misc,Activision  ,Vicarious Visions  ,7.3,,0.47,0.41,,0.09,0.96
204,Jampack Summer '99,PS,1999,Misc,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,,,0.54,0.36,,0.06,0.96
205,Firewatch,PC,2016,Misc,Unknown  ,Unknown  ,,,,,,,
206,Hammerwatch,PC,2013,Misc,Unknown  ,Unknown  ,,,,,,,
207,Club Penguin: Game Day!,Wii,2010,Misc,Disney Interactive Studios  ,Artoon  ,,,0.55,0.32,,0.09,0.96
208,Wheel of Fortune,PS2,2003,Misc,Atari  ,Atari  ,,,0.47,0.36,,0.12,0.95
209,World Championship Poker,PS2,2004,Misc,Crave Entertainment  ,Coresoft  ,,,0.8,0.03,,0.13,0.95
210,Poker Night at the Inventory,PC,2010,Misc,Telltale Games  ,Telltale Games  ,8.0,,,,,,
211,Wipeout: In The Zone,X360,2011,Misc,Activision  ,Activision  ,,,0.87,,,0.08,0.95
212,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,1996,Misc,Midway Games  ,Digital Eclipse  ,,,0.52,0.36,,0.06,0.94
213,SingStar Abba,PS3,2008,Misc,Sony Computer Entertainment  ,SCEE London Studio  ,,,0.27,0.51,,0.16,0.93
214,Guitar Hero: Metallica,Wii,2009,Misc,Activision  ,BudCat Creations  ,8.9,,0.4,0.43,,0.1,0.93
215,2 Games in 1 Double Pack: Finding Nemo / Monsters Inc.,GBA,2005,Misc,THQ  ,Vicarious Visions  ,,,0.67,0.25,,0.02,0.93
216,LEGO The Lord of the Rings,Wii,2012,Misc,Warner Bros. Interactive Entertainment  ,Unknown  ,,,0.48,0.37,,0.08,0.93
217,Killzone: Mercenary,PSV,2013,Misc,Sony Computer Entertainment America  ,Guerrilla Games  ,,,0.2,0.47,0.04,0.2,0.92
218,BUZZ! Quiz World,PS3,2009,Misc,Sony Computer Entertainment  ,Magenta Software  ,7.8,,0.16,0.58,,0.18,0.92
219,Namco Museum,XB,2002,Misc,Namco  ,Mass Media  ,,,0.77,0.11,,0.04,0.91
220,Sonic Mega Collection Plus,XB,2004,Misc,Sega  ,Sonic Team  ,,,0.61,0.26,,0.04,0.91
221,DJ Hero,PS3,2009,Misc,Activision  ,FreeStyleGames  ,8.5,,0.42,0.34,,0.15,0.9
222,Reus,PC,2013,Misc,Abbey Games  ,Unknown  ,,,,,,,
223,Buzz! Master Quiz,PSP,2008,Misc,Sony Computer Entertainment  ,Relentless Software  ,7.0,,0.22,0.44,,0.24,0.9
224,Samba De Amigo,Wii,2008,Misc,Sega  ,Gearbox Software  ,6.7,,0.41,0.37,0.01,0.09,0.89
225,SingStar Anthems,PS2,2006,Misc,Sony Computer Entertainment  ,SCEE London Studio  ,,,,0.68,,0.2,0.89
226,Buzz! Quiz TV,PS3,2008,Misc,Sony Computer Entertainment  ,Relentless Software  ,7.9,,0.28,0.47,,0.13,0.88
227,Buzz! The Mega Quiz,PS2,2007,Misc,Sony Computer Entertainment  ,Relentless Software  ,,,0.32,0.06,,0.5,0.88
228,Rock Band 3,X360,2010,Misc,MTV Games  ,Harmonix Music Systems  ,9.4,,0.73,0.09,,0.06,0.88
229,Peppa Pig: The Game,DS,2008,Misc,Pinnacle  ,Asylum Entertainment  ,,,,0.81,,0.06,0.87
230,Michael Jackson: The Experience,X360,2011,Misc,Ubisoft  ,Ubisoft Montreal  ,5.6,,0.62,0.18,0.0,0.07,0.87
231,The Evil Within,PS3,2014,Misc,Bethesda Softworks  ,Tango Gameworks  ,,,0.27,0.35,0.13,0.12,0.87
232,Wizards of Waverly Place,DS,2009,Misc,Disney Interactive Studios  ,"Black Lantern Studios, Inc.  ",,,0.59,0.2,,0.08,0.87
233,SingStar '90s,PS2,2008,Misc,Sony Computer Entertainment  ,SCEE London Studio  ,,,0.1,0.59,,0.18,0.87
